account_id,tx_count_total,tx_count_sent,tx_count_received,amount_total,amount_sent,amount_received,balance_ratio,flow_asymmetry,amount_mean,amount_std,amount_max,amount_min,amount_median,amount_cv,unique_senders,unique_receivers,unique_counterparties,active_days,tx_per_active_day,avg_hours_between_tx,min_hours_between_tx,std_hours_between_tx,cash_ratio,wire_ratio,crypto_ratio,online_ratio,branch_ratio,near_threshold_ratio,near_threshold_count,round_amount_ratio,if_anomaly_score,if_prediction,lof_anomaly_score,lof_prediction,outlier_feature_count,combined_anomaly_score
HRK656932,53,34,19,1525913.5899999999,984162.6799999999,541750.91,-0.816633182951183,0.28993238732476323,28790.82245283019,51391.50980231107,198159.92,49.01,5500.69,1.7849962392185565,19,33,52,46,1.1521739130434783,165.10794337606833,1.0,214.470907556169,0.11320754716981132,0.39622641509433965,0.0,0.5660377358490566,0.1320754716981132,0.11320754716981132,6,0.05660377358490566,0.08684695934648456,1,0.02937876719137074,1,0,0.038741908845951765
NRM593554,52,28,24,1578376.2599999998,886075.34,692300.9199999999,-0.27989912247986043,0.1227682048385599,30353.38961538462,55827.30318178918,192141.81,42.09,3882.925,1.8392444431805106,23,27,49,46,1.1304347826086956,157.3436274509804,1.121388888888889,146.7478081767292,0.11538461538461539,0.46153846153846156,0.038461538461538464,0.4807692307692308,0.1346153846153846,0.07692307692307693,4,0.07692307692307693,0.02901806065237611,1,0.005668540092203291,1,0,0.011562200248193134
NRM897549,56,27,29,1504341.9800000002,623979.1500000001,880362.8300000001,0.29122501684901886,0.17042912011270198,26863.249642857143,47010.42104578539,192136.27,69.22,3963.835,1.7499901043537867,29,27,53,49,1.1428571428571428,154.61928787878787,1.0,139.2559346681907,0.2857142857142857,0.30357142857142855,0.03571428571428571,0.6071428571428571,0.125,0.07142857142857142,4,0.0,0.09148319393764504,1,0.035479819300112986,1,0,0.04232100441258601
NRM226882,50,29,21,1478926.33,856439.55,622486.78,-0.3758357245755484,0.15819095600252112,29578.5266,55487.65167709808,182277.31,44.55,3376.16,1.8759437353819401,21,29,49,42,1.1904761904761905,166.56240929705214,2.0630555555555556,190.15836820364467,0.16,0.44,0.06,0.48,0.08,0.08,4,0.04,0.02185548187925257,1,0.006731764232307646,1,0,0.00952908203718674
HRK519066,35,19,16,795725.0499999999,531493.1299999999,264231.92000000004,-1.011464511933304,0.33587130378765867,22735.00142857143,42356.660701152956,184565.19,48.09,4317.13,1.8630595135095387,16,19,34,32,1.09375,253.09588235294117,1.0822222222222222,275.36795456356447,0.14285714285714285,0.37142857142857144,0.0,0.6285714285714286,0.05714285714285714,0.05714285714285714,2,0.02857142857142857,0.18834591075942442,1,0.060178232931713704,1,0,0.08284138123037937
NRM256294,45,25,20,1026367.68,527220.2100000001,499147.47,-0.056241374918719125,0.02735154325981904,22808.17066666667,49467.81483321373,187200.13,12.38,2706.14,2.168863761858341,20,25,44,38,1.1842105263157894,188.35833333333332,0.5616666666666666,216.74158835847132,0.2222222222222222,0.28888888888888886,0.0,0.4888888888888889,0.044444444444444446,0.06666666666666667,3,0.044444444444444446,0.050796119861833744,1,0.01459236773700203,1,0,0.02179616253294526
NRM385577,38,19,19,261678.46000000002,109691.34000000001,151987.12,0.2782852915431254,0.1616326387735543,6886.275263157894,9365.119366105773,40910.18,73.82,3672.59,1.359968779669597,19,19,38,34,1.1176470588235294,215.9647972972973,1.3080555555555555,226.9805491327411,0.18421052631578946,0.3684210526315789,0.07894736842105263,0.34210526315789475,0.18421052631578946,0.07894736842105263,3,0.05263157894736842,0.3430968613710582,1,0.07691673579220262,1,2,0.16222675460997582
NRM766563,43,22,21,1033654.3200000001,491051.16000000003,542603.16,0.09500866157874938,0.04987353992773909,24038.472558139532,44035.329631219814,145292.39,67.52,1571.34,1.8318688728959718,21,19,39,36,1.1944444444444444,202.88378968253966,0.48333333333333334,253.1329136783749,0.20930232558139536,0.37209302325581395,0.0,0.4186046511627907,0.13953488372093023,0.13953488372093023,6,0.046511627906976744,0.06717432540498347,1,0.03399353664810136,1,0,0.03372262068436161
NRM662336,36,16,20,826213.24,146471.94,679741.3,0.7845181100515741,0.6454379259281782,22950.367777777778,56524.24280010567,316866.23,145.79,5786.98,2.4628905012509894,20,16,36,33,1.0909090909090908,238.3458253968254,3.0,182.28947140683132,0.2222222222222222,0.4166666666666667,0.05555555555555555,0.4444444444444444,0.16666666666666666,0.19444444444444445,7,0.05555555555555555,0.36168960999394717,1,0.31260811064731336,-1,2,0.24698812910264242
HRK830180,46,26,20,1204131.8,693990.69,510141.11000000004,-0.3603896576772648,0.1526822728209652,26176.77826086957,54368.266128444055,195235.14,70.44,2764.375,2.0769655297770777,19,26,45,39,1.1794871794871795,182.51223456790123,1.0,199.08039064052497,0.21739130434782608,0.41304347826086957,0.0,0.45652173913043476,0.15217391304347827,0.13043478260869565,6,0.06521739130434782,0.01918408324724641,1,0.009194565112505064,1,0,0.00945954945325049
NRM771088,42,24,18,861017.73,402644.58,458373.15,0.12157904536947682,0.06472406787720852,20500.422142857144,45421.0693649429,191877.44,40.62,3233.915,2.2156162955292475,17,23,39,37,1.135135135135135,209.73270325203254,0.26666666666666666,245.96174398406862,0.21428571428571427,0.3333333333333333,0.047619047619047616,0.40476190476190477,0.14285714285714285,0.09523809523809523,4,0.023809523809523808,0.05930431570197214,1,0.018477664407927846,1,0,0.0259273267033
NRM497562,49,37,12,1398092.2400000002,749241.1600000001,648851.08,-0.15471975480105574,0.07180504771273187,28532.49469387755,51358.24560752461,182553.83,87.97,5284.57,1.799991418855673,12,35,46,44,1.1136363636363635,176.83726273148147,0.5166666666666667,180.35456061922514,0.1836734693877551,0.46938775510204084,0.0,0.5102040816326531,0.10204081632653061,0.1836734693877551,9,0.0,0.16092481753640298,1,0.06405078787858652,1,0,0.07499186847166317
MUL132537,64,29,35,2446960.0500000003,1092041.87,1354918.1800000002,0.1940163722653718,0.10742975145834523,38233.75078125,59889.30310489139,186526.68,283.45,11338.645,1.5663988460755824,35,27,62,51,1.2549019607843137,127.02576278659612,1.0,147.40207733615614,0.078125,0.46875,0.1875,0.84375,0.109375,0.125,8,0.015625,0.3402321762545445,1,0.06752383350246248,1,2,0.15814089214122454
STR944657,179,8,171,2078457.4899999998,452448.42000000004,1626009.0699999998,0.7217429912614203,0.5646305761105559,11611.4943575419,18006.523490727097,151876.42,78.77,9077.76,1.5507498807878675,156,8,163,28,6.392857142857143,43.9965184144819,0.0,165.56481181527326,0.8659217877094972,0.08379888268156424,0.0,0.0782122905027933,0.48044692737430167,0.8603351955307262,154,0.03910614525139665,0.9004314570505645,-1,0.27374070750999796,-1,10,0.5025018326312986
NRM313487,52,23,29,331004.13,107238.67,223765.46,0.5207541414121732,0.3520402902525718,6365.464038461539,18726.90976202357,129014.74,56.77,1421.105,2.941955158158376,29,23,50,47,1.1063829787234043,160.06109477124184,2.604722222222222,159.86455932279176,0.17307692307692307,0.2692307692307692,0.019230769230769232,0.3269230769230769,0.17307692307692307,0.057692307692307696,3,0.057692307692307696,0.3122181898302715,1,0.07478819217576257,1,0,0.1290021273353447
NRM310922,53,35,18,850878.17,548601.29,302276.88,-0.8148966272246824,0.28949433501155636,16054.305094339621,28750.561668498995,123178.96,101.85,2147.06,1.790831898332104,18,35,53,50,1.06,163.07267094017092,3.0,165.3708848184868,0.11320754716981132,0.5094339622641509,0.018867924528301886,0.49056603773584906,0.11320754716981132,0.07547169811320754,4,0.0,0.19264805047452216,1,0.07700693707633587,1,0,0.08988499585028602
HRK742412,57,37,20,683160.9,358524.3,324636.60000000003,-0.10438656639454685,0.0496042733124802,11985.278947368419,33134.33225227082,171538.66,20.47,1723.84,2.764585822138587,20,34,53,51,1.1176470588235294,145.19582341269842,0.18305555555555555,145.47239463362254,0.14035087719298245,0.22807017543859648,0.05263157894736842,0.43859649122807015,0.05263157894736842,0.12280701754385964,7,0.07017543859649122,0.1983532181678358,1,0.07471659199705223,1,0,0.09102327005496268
NRM660086,43,22,21,1784955.13,683204.4199999999,1101750.71,0.3798920084199447,0.2344856086102288,41510.58441860465,62753.26811280632,195328.49,38.76,6170.68,1.5117413785357572,21,22,43,39,1.1025641025641026,196.45021825396825,1.0,218.2544047908599,0.23255813953488372,0.4418604651162791,0.0,0.4883720930232558,0.18604651162790697,0.11627906976744186,5,0.023255813953488372,0.10549235441737292,1,0.037297942389344266,1,0,0.047596765602239056
NRM789305,60,28,32,2127559.84,1008857.36,1118702.48,0.09818975282865199,0.05162962654907041,35459.330666666654,57558.76074999272,174330.79,21.87,2291.5699999999997,1.6232331425279978,31,27,58,52,1.1538461538461537,145.7864077212806,0.5666666666666667,147.3659614570302,0.16666666666666666,0.5,0.016666666666666666,0.5666666666666667,0.13333333333333333,0.08333333333333333,5,0.03333333333333333,0.1433471202484108,1,0.01997694085538118,1,0,0.05444135370126399
NRM540869,40,25,15,747410.9,681986.77,65424.130000000005,-9.42408618960619,0.8249312928136316,18685.2725,43635.14466138421,184152.0,183.25,2660.8599999999997,2.3352693765308596,15,24,38,37,1.0810810810810811,212.83076923076928,0.13333333333333333,192.88220935694812,0.275,0.275,0.05,0.4,0.2,0.15,6,0.0,0.3970650862333318,1,0.3262847168920953,-1,2,0.26333882326403124
NRM581741,43,29,14,1313833.27,671214.0700000001,642619.2,-0.04449737885204817,0.021764458742927185,30554.262093023255,55349.922501571826,195273.4,43.88,3238.93,1.8115286938711703,14,29,43,38,1.131578947368421,206.61097222222222,3.0,246.22277140044045,0.18604651162790697,0.4186046511627907,0.0,0.4186046511627907,0.11627906976744186,0.06976744186046512,3,0.046511627906976744,0.09327174502054025,1,0.03642407505575133,1,0,0.04323194002543052
MUL391773,69,30,39,1527633.84,927834.0800000001,599799.76,-0.5469063875584079,0.21473360396363048,22139.62086956522,36272.4781200671,192141.81,32.57,11355.04,1.6383513671604901,39,30,67,50,1.38,123.17948120915034,0.09027777777777778,178.37835083048594,0.10144927536231885,0.4492753623188406,0.15942028985507245,0.8260869565217391,0.057971014492753624,0.14492753623188406,10,0.10144927536231885,0.3265461406238426,1,0.016112213967730972,1,0,0.11421945153052453
STR693423,173,6,167,1801825.1,193856.39,1607968.71,0.8794401975645408,0.7848221894566791,10415.173988439306,14336.851911680984,140988.55,123.39,9216.62,1.3765350370137535,150,6,155,22,7.863636363636363,49.89070251937985,0.0,188.54705109851497,0.9017341040462428,0.057803468208092484,0.0,0.046242774566473986,0.4277456647398844,0.884393063583815,153,0.057803468208092484,0.9553752332894505,-1,0.27374070750999796,-1,12,0.5430386469331495
NRM172933,58,30,28,1930634.6400000001,1039270.6799999999,891363.9600000001,-0.1659330269534342,0.07661041449043919,33286.80413793103,56219.45684933318,178385.5,54.23,4369.035,1.6889412578142309,27,29,56,48,1.2083333333333333,149.2613693957115,2.0,157.88925013519136,0.06896551724137931,0.41379310344827586,0.034482758620689655,0.5,0.10344827586206896,0.034482758620689655,2,0.017241379310344827,0.10792911693386986,1,0.015055875267551791,1,0,0.04099499740047389
NRM779514,39,23,16,866644.19,466045.36000000004,400598.82999999996,-0.16337174524448833,0.07551718543223614,22221.645897435894,48852.15160448523,186352.43,39.68,1701.55,2.1984038369598076,16,22,38,37,1.054054054054054,220.22991228070174,1.0,180.31563743987223,0.20512820512820512,0.48717948717948717,0.0,0.5641025641025641,0.07692307692307693,0.02564102564102564,1,0.05128205128205128,0.08990281114563758,1,0.030450131895101023,1,0,0.040117647680246206
NRM609231,42,24,18,889398.8500000001,437627.9600000001,451770.89,0.03130553630845922,0.015901673360607486,21176.1630952381,40517.37370565731,161560.92,97.85,4871.950000000001,1.9133482077670854,17,24,40,37,1.135135135135135,185.41782520325205,1.0,154.54811104780558,0.3333333333333333,0.23809523809523808,0.047619047619047616,0.38095238095238093,0.14285714285714285,0.14285714285714285,6,0.023809523809523808,0.10535506414388329,1,0.05279479027365639,1,0,0.05271661813917989
NRM452944,40,25,15,524604.42,170848.4,353756.0200000001,0.5170445438638755,0.34865817562116624,13115.1105,32085.00605113467,127084.56,46.82,1023.1800000000001,2.4464152285361735,15,24,39,37,1.0810810810810811,209.46406695156696,0.3,204.60791486791004,0.15,0.35,0.1,0.35,0.1,0.075,3,0.025,0.1863302982225019,1,0.06932174329834659,1,0,0.08521734717361618
NRM654816,55,31,24,1899359.1800000002,790943.54,1108415.6400000001,0.2864197224788348,0.16714695321608422,34533.80327272727,50210.96426146105,152102.52,44.36,7230.06,1.4539656656095756,24,28,52,48,1.1458333333333333,158.84065329218106,1.0,175.48791730823862,0.21818181818181817,0.43636363636363634,0.01818181818181818,0.5272727272727272,0.09090909090909091,0.09090909090909091,5,0.07272727272727272,0.08358383044514217,1,0.025216431040617254,1,0,0.036266753828586476
MUL706794,60,27,33,829923.56,437032.08,392891.48,-0.11234807127912276,0.05318634405318007,13832.059333333336,21315.928929551672,117270.69,204.37,8820.765,1.541052450388443,33,26,57,44,1.3636363636363635,142.65491525423727,1.0,195.81198657993008,0.08333333333333333,0.4666666666666667,0.16666666666666666,0.8166666666666667,0.1,0.15,9,0.05,0.32787655077009203,1,0.03557409869399577,1,0,0.12115021648802926
NRM753425,42,20,22,905804.32,513481.55,392322.76999999996,-0.3088242367375211,0.13375822716323546,21566.769523809522,38048.56030670671,151397.41,57.6,1610.595,1.7642215847255862,22,20,41,36,1.1666666666666667,188.664918699187,1.0,187.9727324022706,0.11904761904761904,0.47619047619047616,0.023809523809523808,0.42857142857142855,0.14285714285714285,0.047619047619047616,2,0.0,0.061826334666332694,1,0.019101284447500096,1,0,0.02697587303794426
RNG824033,134,61,73,10483914.280000001,5351588.230000001,5132326.050000001,-0.04272179473087073,0.020914152304572317,78238.16626865673,47393.59237774699,180281.98,46.85,82991.695,0.6057605212142287,25,14,39,108,1.2407407407407407,65.21674812030076,0.009166666666666667,72.6919477185784,0.03731343283582089,0.5298507462686567,0.0,0.917910447761194,0.014925373134328358,0.029850746268656716,4,0.04477611940298507,0.6715762974327169,-1,0.021545169391246406,1,7,0.30881826671909884
HRK330080,44,24,20,1126364.74,462080.7,664284.04,0.30439289193219216,0.1795185278971002,25599.198636363635,44129.32580265595,161400.33,13.58,5211.345,1.7238557514831847,20,24,44,38,1.1578947368421053,199.99707364341086,1.3297222222222222,187.8981018903823,0.2727272727272727,0.45454545454545453,0.0,0.5227272727272727,0.06818181818181818,0.09090909090909091,4,0.09090909090909091,0.05800112981799832,1,0.03405107700357085,1,0,0.030684068940523057
HRK468845,49,22,27,686038.29,219539.3,466498.99,0.5293895491606531,0.3599794553741308,14000.781428571427,30222.648950879742,129057.47,36.09,3023.57,2.158640151984968,26,22,47,37,1.3243243243243243,170.2278935185185,0.8286111111111111,182.33423116804033,0.1836734693877551,0.32653061224489793,0.12244897959183673,0.5102040816326531,0.1836734693877551,0.061224489795918366,3,0.10204081632653061,0.16939240233540964,1,0.14133901102592944,1,0,0.10357713778711303
HRK239816,51,27,24,1517045.52,717772.4299999999,799273.09,0.10196847738236757,0.053723279180179134,29745.990588235294,54055.27721882097,169426.75,74.58,2325.51,1.817229016410707,23,27,49,45,1.1333333333333333,166.90305,0.0,162.03612288514776,0.11764705882352941,0.45098039215686275,0.0392156862745098,0.5490196078431373,0.09803921568627451,0.0196078431372549,1,0.0392156862745098,0.03044729429604176,1,0.009047363357034193,1,0,0.013164885884358652
NRM930555,39,21,18,775320.8899999999,473138.87,302182.01999999996,-0.5657413038671197,0.22049818624131237,19880.022820512822,43635.21871196247,176049.2,72.7,3571.5,2.1949279991237387,18,21,39,36,1.0833333333333333,226.4050877192982,0.5588888888888889,250.28743336833932,0.2564102564102564,0.3333333333333333,0.07692307692307693,0.48717948717948717,0.23076923076923078,0.1282051282051282,5,0.05128205128205128,0.11926888872266272,1,0.05449610603118509,1,0,0.05792166491794928
